| Name                                                              | Description (dataset-focused)                                                                                                                                                                                                                | Website / Overview                                                                                    | Schema / Template Download                                                                                                                              |
| ----------------------------------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Healthsheet**                                                   | Health-specific adaptation of Datasheets for Datasets, tailored to documenting health / clinical datasets (motivation, composition, collection, risks, etc.). ([ACM Digital Library][1])                                                     | AI-READI docs: Healthsheet & Dataset Documentation pages. ([AI-READI Documentation][2])               | **CDS `healthsheet.md`** specification / template in the CDS metadata spec. ([CDS Specification][3])                                                    |
| **Data Cards**                                                    | Human-centred, narrative “cards” that summarize a dataset’s purpose, data sources, curation, and limitations; implemented via the Data Cards Playbook. ([ACM Digital Library][4])                                                            | Data Cards Playbook main site. ([Google Research][5])                                                 | Playbook GitHub repo with example templates and starter schemas. ([GitHub][6])                                                                          |
| **Dataset Nutrition Label**                                       | “Nutrition label” for datasets: modular, standardized view of dataset “ingredients” (distributions, missingness, biases, provenance) to assess dataset health. ([Data Nutrition][7])                                                         | Data Nutrition Project homepage. ([Data Nutrition][8])                                                | Prototype label implementation & modules on GitHub (Dataset Nutrition Label project). ([Ahmed Hosny][9])                                                |
| **Data Statements for NLP**                                       | Schema + questionnaire for documenting language datasets (speaker/population, linguistic variety, collection context) to mitigate bias in NLP. ([CIS UPenn][10])                                                                             | Tech Policy Lab “Data Statements” hub. ([Tech Policy Lab][11])                                        | **Data Statements Schema v3 guide** (includes schema tables and templates). ([Tech Policy Lab][12])                                                     |
| **Croissant (MLCommons)**                                         | Schema.org-based, machine-readable metadata format for ML-ready datasets (resources, structure, semantics, provenance) to improve discoverability and interoperability. ([MLCommons][13])                                                    | MLCommons Croissant overview. ([MLCommons][14])                                                       | **Croissant format specification** (HTML) and JSON-LD/RDF vocab from the official spec / GitHub repo. ([MLCommons][13])                                 |
| **Croissant RAI Specification**                                   | RAI-focused extension of Croissant for documenting dataset lifecycle, labeling, safety, fairness analysis, and compliance metadata in a structured way. ([MLCommons][15])                                                                    | Croissant RAI spec page. ([MLCommons][15])                                                            | RAI vocabulary and examples linked from the Croissant RAI spec (RDF/JSON-LD definitions). ([MLCommons][15])                                             |
| **FAIR² (FAIR Squared)**                                          | Context-rich, machine-actionable metadata framework that builds on FAIR principles and Croissant for AI-ready, responsibly governed datasets (provenance, governance, ethics). ([FairSquared][16])                                           | FAIR² main site and spec overview. ([Fair2][17])                                                      | FAIR² specification with a dedicated **FAIR² Schema** section (JSON-LD + SHACL constraints). ([FairSquared][16])                                        |
| **DescribeML**                                                    | Domain-specific language + VS Code plugin to write precise, structured descriptions of ML datasets (structure, provenance, social concerns). ([ACM Digital Library][18])                                                                     | Paper & project pages describing DescribeML as a dataset description tool. ([Modeling Languages][19]) | **DescribeML GitHub repo** with the language grammar and example dataset descriptions. ([GitHub][20])                                                   |
| **Fairness Datasets Ontology (FDO)**                              | DCAT/Schema.org-aligned ontology describing metadata for algorithmic fairness datasets and their “data briefs” (sensitive attributes, tasks, provenance). ([Fairness Datasets][21])                                                          | Fairness Datasets portal. ([Fairness Datasets][21])                                                   | Schema page providing ontology downloads in JSON-LD, Turtle, RDF/XML, etc. ([Fairness Datasets][21])                                                    |
| **Health / Fairness Data Briefs (Algorithmic Fairness Datasets)** | Lightweight dataset documentation format (“data briefs”) for fairness datasets, complementary to other schemas but focused on sensitive attributes and tasks. ([Alessandro Fabris][22])                                                      | “Algorithmic Fairness Datasets: The Story So Far” project + documentation site. ([SpringerLink][23])  | Data brief structure & fields in the paper / supplementary materials (usable as a schema template). ([Alessandro Fabris][22])                           |
| **Frictionless Data Package**                                     | General-purpose JSON “descriptor” schema to package datasets and describe resources, fields, licenses, etc.; used by many tools and by Kaggle as its logical basis. ([specs.frictionlessdata.io][24])                                        | Frictionless Data Package spec overview (v1 and v2). ([specs.frictionlessdata.io][24])                | Data Package JSON schema & examples from the Frictionless spec / GitHub (`datapackage.json`). ([specs.frictionlessdata.io][24])                         |
| **Kaggle Dataset Metadata (`dataset-metadata.json`)**             | Platform-specific metadata file used when creating/updating Kaggle datasets; follows the Frictionless Data Package spec to capture title, id, licenses, resources, etc. ([GitHub][25])                                                       | Kaggle API docs & “Dataset Metadata” wiki page. ([GitHub][25])                                        | `dataset-metadata.json` example and field definitions on the Kaggle API wiki, plus underlying Data Package schema. ([GitHub][25])                       |
| **Open Trusted Data Initiative (OTDI) Dataset Specification**     | Dataset-level metadata requirements for the AI Alliance’s “open and trusted” catalog; reuses Hugging Face Dataset Card fields and stores metadata in Croissant format for governance and provenance. ([AI Alliance GitHub Organization][26]) | OTDI dataset requirements / specification page. ([AI Alliance GitHub Organization][27])               | Same OTDI spec page defines the field-level schema; metadata is serialized using the Croissant metadata format. ([AI Alliance GitHub Organization][27]) |
| **Schema.org `Dataset` + Google Dataset Structured Data**         | Web-focused vocabulary for marking up dataset landing pages (title, description, creator, distribution URLs, license) so repositories and search engines can index datasets. ([Schema.org][28])                                              | Schema.org `Dataset` class docs and Google’s Dataset structured-data guide. ([Schema.org][28])        | Machine-readable JSON-LD examples and full schema hierarchy downloadable from schema.org (and via Google’s docs). ([Schema.org][29])                    |

[1]: https://dl.acm.org/doi/fullHtml/10.1145/3531146.3533239?utm_source=chatgpt.com "Healthsheet: Development of a Transparency Artifact for ..."
[2]: https://docs.aireadi.org/docs/1/dataset/healthsheet?utm_source=chatgpt.com "Healthsheet | Documentation for the AI-READI Dataset"
[3]: https://cds-specification.readthedocs.io/en/v0.1.0/specification/root-metadata-files/healthsheet/?utm_source=chatgpt.com "healthsheet.md - CDS Specification"
[4]: https://dl.acm.org/doi/fullHtml/10.1145/3531146.3533231?utm_source=chatgpt.com "Data Cards: Purposeful and Transparent Dataset ..."
[5]: https://sites.research.google/datacardsplaybook/?utm_source=chatgpt.com "The Data Cards Playbook"
[6]: https://github.com/PAIR-code/datacardsplaybook?utm_source=chatgpt.com "PAIR-code/datacardsplaybook: The Data Cards Playbook ..."
[7]: https://datanutrition.org/labels/?utm_source=chatgpt.com "Dataset Nutrition Label"
[8]: https://datanutrition.org/?utm_source=chatgpt.com "The Data Nutrition Project"
[9]: https://ahmedhosny.github.io/datanutrition/?utm_source=chatgpt.com "The Dataset Nutrition Label - GitHub Pages"
[10]: https://www.cis.upenn.edu/~mkearns/teaching/ScienceDataEthics/files/lecture/l22/reading1.pdf?utm_source=chatgpt.com "Data Statements for Natural Language Processing - CIS UPenn"
[11]: https://techpolicylab.uw.edu/data-statements/?utm_source=chatgpt.com "Data Statements | Tech Policy Lab - University of Washington"
[12]: https://techpolicylab.uw.edu/wp-content/uploads/2024/11/Data_Statements-Guide-III.pdf?utm_source=chatgpt.com "Data Statements Schema Version 3 - Tech Policy Lab"
[13]: https://docs.mlcommons.org/croissant/docs/croissant-spec.html?utm_source=chatgpt.com "Croissant Format Specification"
[14]: https://mlcommons.org/working-groups/data/croissant/?utm_source=chatgpt.com "Croissant"
[15]: https://docs.mlcommons.org/croissant/docs/croissant-rai-spec.html?utm_source=chatgpt.com "Croissant RAI Specification"
[16]: https://fair-squared.github.io/fair2-spec/specification/overview/?utm_source=chatgpt.com "FAIR² Specification Overview"
[17]: https://www.fair2.ai/?utm_source=chatgpt.com "FAIR²"
[18]: https://dl.acm.org/doi/10.1145/3550356.3559087?utm_source=chatgpt.com "DescribeML: a tool for describing machine learning datasets"
[19]: https://modeling-languages.com/describeml-machine-learning-datasets/?utm_source=chatgpt.com "DescribeML: A tool for describing machine learning datasets"
[20]: https://github.com/som-research?utm_source=chatgpt.com "SOM Research Lab"
[21]: https://fairnessdatasets.dei.unipd.it/schema/?utm_source=chatgpt.com "Fairness Dataset Ontology (fdo)"
[22]: https://alessandro-fabris.github.io/papers/dami2022.pdf?utm_source=chatgpt.com "Algorithmic Fairness Datasets: the Story so Far"
[23]: https://link.springer.com/article/10.1007/s10618-022-00854-z?utm_source=chatgpt.com "Algorithmic fairness datasets: the story so far"
[24]: https://specs.frictionlessdata.io/data-package/?utm_source=chatgpt.com "Data Package (v1)"
[25]: https://github.com/Kaggle/kaggle-api/wiki/Dataset-Metadata?utm_source=chatgpt.com "Dataset Metadata · Kaggle/kaggle-api Wiki"
[26]: https://the-ai-alliance.github.io/open-trusted-data-initiative/?utm_source=chatgpt.com "Open Trusted Data Initiative (OTDI) - the AI Alliance"
[27]: https://the-ai-alliance.github.io/open-trusted-data-initiative/dataset-requirements/?utm_source=chatgpt.com "Dataset Specification | Open Trusted Data Initiative"
[28]: https://schema.org/Dataset?utm_source=chatgpt.com "Dataset - Schema.org Type"
[29]: https://schema.org/docs/developers.html?utm_source=chatgpt.com "Schema.org for Developers"

